"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","root"
"Cmdline:","dstat --output /opt/dstat/test.csv",,,,"Date:","14 Feb 2023 09:44:16 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
2.591,11.362,84.651,0.133,0.0,1.262,737280.0,9371648.0,19637025.0,1636024.0,0.0,503808.0,60033.0,86777.0
2.660,10.971,84.641,0.0,0.0,1.729,0.0,9646080.0,18902519.0,1487840.0,0.0,4268032.0,59955.0,84657.0
2.546,12.663,83.225,0.0,0.0,1.567,0.0,27549696.0,17196776.0,1383976.0,0.0,5627904.0,53802.0,75783.0
1.081,5.725,92.621,0.0,0.0,0.573,0.0,20660736.0,5475410.0,465944.0,0.0,0.0,23735.0,26267.0
0.886,5.759,92.911,0.063,0.0,0.380,4096.0,0.0,5709315.0,492309.0,0.0,0.0,23638.0,26717.0
0.704,4.866,93.854,0.064,0.0,0.512,643072.0,158720.0,5745585.0,454202.0,0.0,0.0,25295.0,28136.0
1.085,4.212,93.491,0.574,0.0,0.638,4612096.0,17727488.0,5414297.0,426540.0,0.0,0.0,26295.0,27975.0
1.327,3.853,93.367,0.758,0.0,0.695,3653632.0,7168.0,5402819.0,412041.0,0.0,0.0,24650.0,27183.0
1.398,4.574,93.456,0.0,0.0,0.572,0.0,0.0,5187245.0,406336.0,0.0,0.0,22972.0,25812.0
1.390,4.675,93.114,0.126,0.0,0.695,1433600.0,921600.0,5372012.0,458375.0,20480.0,0.0,24339.0,27067.0
1.088,4.161,92.958,1.152,0.0,0.640,2547712.0,22297600.0,4714952.0,424560.0,0.0,0.0,23554.0,24562.0
0.922,3.423,95.260,0.0,0.0,0.395,0.0,6177792.0,4253403.0,371227.0,0.0,0.0,21938.0,22027.0
1.269,3.934,93.909,0.571,0.0,0.317,5996544.0,0.0,5178985.0,471945.0,0.0,0.0,25226.0,26639.0
0.950,3.547,95.250,0.0,0.0,0.253,0.0,0.0,4405265.0,369393.0,0.0,0.0,21735.0,22970.0
1.081,2.734,95.677,0.064,0.0,0.445,36864.0,19419648.0,3994665.0,311492.0,0.0,1134592.0,19471.0,20917.0
1.905,3.238,93.587,0.889,0.0,0.381,12161024.0,416768.0,4522322.0,351670.0,0.0,0.0,22443.0,23717.0
1.203,3.544,93.608,1.203,0.0,0.443,2351104.0,7680.0,4912080.0,380473.0,0.0,0.0,24790.0,26237.0
1.335,4.259,94.151,0.0,0.0,0.254,0.0,0.0,5295396.0,436688.0,0.0,0.0,25184.0,27402.0
1.219,3.849,93.265,1.026,0.0,0.641,4939776.0,18086400.0,4581597.0,384877.0,0.0,1757184.0,23065.0,23453.0
0.886,3.985,94.813,0.0,0.0,0.316,0.0,11264.0,5203118.0,446181.0,0.0,0.0,22976.0,25779.0
0.191,1.783,97.452,0.0,0.0,0.573,0.0,577024.0,5947198.0,538587.0,0.0,0.0,26152.0,30458.0
1.396,1.713,96.256,0.063,0.0,0.571,2076672.0,139264.0,5278173.0,456744.0,0.0,0.0,24709.0,27440.0
0.380,1.839,96.132,1.015,0.0,0.634,3014656.0,18685952.0,5115628.0,437191.0,0.0,0.0,23418.0,26237.0
0.191,2.226,96.120,1.081,0.0,0.382,1069056.0,157184.0,6086810.0,474175.0,0.0,0.0,29133.0,31552.0
0.190,1.965,97.529,0.0,0.0,0.317,0.0,112640.0,5734097.0,447182.0,0.0,0.0,25417.0,28665.0
0.387,2.384,96.134,0.580,0.0,0.515,3301376.0,13981696.0,5451488.0,423240.0,0.0,0.0,23489.0,27018.0
0.254,1.971,96.821,0.572,0.0,0.381,10485760.0,275968.0,5515774.0,477372.0,0.0,0.0,23911.0,27161.0
0.888,2.346,96.195,0.190,0.0,0.380,2408448.0,561152.0,5703046.0,492361.0,0.0,0.0,26796.0,29321.0
0.826,2.479,95.804,0.318,0.0,0.572,2285568.0,19607552.0,5600176.0,503813.0,0.0,1703936.0,24682.0,28065.0
0.254,2.348,97.081,0.0,0.0,0.317,0.0,112640.0,5836567.0,490578.0,0.0,0.0,25478.0,28856.0
10.731,4.937,83.542,0.066,0.0,0.724,1339392.0,10240.0,5177455.0,431169.0,0.0,0.0,23833.0,25391.0
0.383,2.742,96.492,0.0,0.0,0.383,0.0,15486976.0,5887981.0,454891.0,0.0,98304.0,27304.0,29718.0
0.827,2.481,96.438,0.0,0.0,0.254,0.0,0.0,5621573.0,460525.0,0.0,0.0,24038.0,27654.0
3.922,3.036,91.967,0.506,0.0,0.569,10035200.0,2262016.0,5036634.0,499230.0,0.0,0.0,23561.0,26318.0
0.444,2.982,96.003,0.0,0.0,0.571,0.0,17285120.0,5696542.0,484362.0,0.0,1429504.0,25153.0,28182.0
0.511,2.553,96.745,0.0,0.0,0.191,0.0,32768.0,5092457.0,438905.0,0.0,0.0,23567.0,26080.0
0.888,3.424,93.532,1.712,0.0,0.444,15400960.0,8794624.0,5840242.0,502885.0,0.0,8663040.0,24563.0,28085.0
0.570,3.354,95.570,0.0,0.0,0.506,0.0,13889536.0,5599991.0,463853.0,0.0,0.0,22606.0,26950.0
0.697,3.357,95.567,0.0,0.0,0.380,0.0,278528.0,6051809.0,459763.0,0.0,0.0,25973.0,29291.0
1.144,3.431,94.727,0.254,0.0,0.445,2936832.0,836096.0,5793162.0,444178.0,0.0,0.0,25466.0,28873.0
1.204,3.232,95.057,0.0,0.0,0.507,172032.0,18457600.0,5522833.0,422933.0,0.0,0.0,25948.0,27864.0
0.640,2.625,96.287,0.0,0.0,0.448,0.0,1542656.0,4754660.0,393481.0,0.0,0.0,22474.0,24332.0
0.821,3.159,95.389,0.0,0.0,0.632,0.0,0.0,5519564.0,469353.0,0.0,0.0,24448.0,27436.0
0.827,3.372,93.257,2.099,0.0,0.445,4669440.0,14749696.0,5622922.0,484124.0,0.0,0.0,27607.0,29206.0
1.018,3.246,95.290,0.064,0.0,0.382,4096.0,993280.0,5461434.0,470184.0,4096.0,0.0,26646.0,28573.0
1.265,3.795,94.371,0.0,0.0,0.569,180224.0,150016.0,6215254.0,492805.0,0.0,0.0,27092.0,30967.0
1.013,3.927,94.490,0.0,0.0,0.570,0.0,14939136.0,6126192.0,468299.0,0.0,0.0,26400.0,30308.0
1.024,3.967,94.690,0.0,0.0,0.320,0.0,0.0,5843631.0,445854.0,0.0,0.0,26930.0,29672.0
1.589,4.450,93.325,0.318,0.0,0.318,3096576.0,673280.0,5659753.0,441661.0,0.0,0.0,26312.0,29095.0
0.821,3.411,95.262,0.0,0.0,0.505,0.0,15090176.0,4507587.0,384724.0,0.0,0.0,21323.0,22615.0
0.821,4.609,94.066,0.0,0.0,0.505,352256.0,410624.0,5103723.0,434477.0,0.0,0.0,22746.0,24834.0
1.202,4.364,92.536,1.392,0.0,0.506,8224768.0,28672.0,5309148.0,453758.0,0.0,28672.0,23796.0,25914.0
0.948,5.120,92.288,0.948,0.0,0.695,9736192.0,14174720.0,5178087.0,449168.0,172032.0,0.0,23351.0,25691.0
1.020,5.290,92.989,0.191,0.0,0.510,311296.0,0.0,4764713.0,374812.0,311296.0,0.0,21877.0,23640.0
1.838,5.640,91.318,0.697,0.0,0.507,8364032.0,631808.0,5280724.0,403860.0,163840.0,0.0,22759.0,25125.0
0.824,5.260,93.029,0.507,0.0,0.380,282624.0,13492224.0,5184952.0,399734.0,131072.0,0.0,22009.0,25351.0
1.265,5.060,92.663,0.633,0.0,0.380,1712128.0,12288.0,5043612.0,388009.0,212992.0,0.0,23382.0,25643.0
1.142,5.393,93.084,0.0,0.0,0.381,0.0,502272.0,5084615.0,416995.0,0.0,0.0,23590.0,25662.0
1.075,5.563,92.288,0.442,0.0,0.632,1183744.0,14383616.0,5142242.0,443151.0,32768.0,0.0,23970.0,26062.0
0.954,6.043,92.621,0.0,0.0,0.382,0.0,12800.0,5076551.0,435763.0,0.0,0.0,23908.0,25474.0
1.457,6.080,92.084,0.0,0.0,0.380,8200192.0,627712.0,4983547.0,428075.0,0.0,0.0,21616.0,23699.0
0.822,4.681,94.054,0.0,0.0,0.443,0.0,17300992.0,4983674.0,408883.0,0.0,3616768.0,21009.0,23940.0
0.0,1.523,98.287,0.0,0.0,0.190,0.0,0.0,5592887.0,428339.0,0.0,0.0,24647.0,27953.0
0.322,2.576,96.458,0.386,0.0,0.258,8568832.0,1942528.0,5389068.0,411177.0,0.0,0.0,24652.0,27008.0
0.127,1.589,98.093,0.0,0.0,0.191,0.0,16138240.0,5778156.0,441311.0,0.0,2523136.0,25576.0,28546.0
0.190,1.841,97.524,0.127,0.0,0.317,2641920.0,0.0,5893217.0,484768.0,0.0,0.0,25156.0,28664.0
0.190,2.095,96.381,0.635,0.0,0.698,1728512.0,141312.0,6014650.0,522308.0,0.0,0.0,25485.0,29669.0
0.129,2.057,96.272,1.028,0.0,0.514,8830976.0,19718144.0,5005013.0,429619.0,0.0,4366336.0,24510.0,26083.0
0.317,2.155,96.895,0.444,0.0,0.190,5517312.0,30720.0,4659722.0,403449.0,0.0,0.0,23442.0,24927.0
0.885,1.960,95.575,1.138,0.0,0.442,11796480.0,4165632.0,3994739.0,327945.0,4096.0,0.0,19112.0,21665.0
0.126,1.579,98.042,0.063,0.0,0.190,4096.0,513024.0,3932972.0,304014.0,0.0,0.0,20616.0,21452.0
0.190,1.711,97.655,0.0,0.0,0.444,0.0,16356864.0,4465224.0,340127.0,0.0,0.0,21971.0,23468.0
0.823,1.837,96.897,0.0,0.0,0.443,69632.0,0.0,4956931.0,383817.0,0.0,0.0,24281.0,26099.0
1.143,1.651,96.889,0.0,0.0,0.317,1966080.0,0.0,4624071.0,355564.0,0.0,0.0,22134.0,24027.0
0.632,2.023,96.713,0.063,0.0,0.569,4096.0,14540800.0,4783209.0,395855.0,4096.0,0.0,22905.0,25101.0
0.632,1.707,97.345,0.0,0.0,0.316,212992.0,658432.0,3941915.0,343400.0,0.0,0.0,20027.0,21408.0
0.316,1.641,97.727,0.0,0.0,0.316,851968.0,8704.0,3298631.0,287728.0,0.0,0.0,17350.0,18343.0
0.316,1.835,97.215,0.506,0.0,0.127,1966080.0,0.0,4135698.0,360320.0,0.0,0.0,21227.0,22306.0
0.570,2.532,96.456,0.0,0.0,0.443,0.0,14699008.0,5136726.0,444611.0,0.0,0.0,24514.0,26599.0
0.444,2.475,96.827,0.0,0.0,0.254,0.0,10752.0,5231442.0,424033.0,0.0,0.0,26068.0,27641.0
0.573,2.354,96.883,0.0,0.0,0.191,1277952.0,509440.0,5321296.0,409724.0,0.0,0.0,26052.0,27303.0
0.893,2.615,95.281,0.702,0.0,0.510,9183232.0,19233280.0,4709533.0,363068.0,0.0,5042176.0,23163.0,24469.0
0.887,2.153,96.263,0.317,0.0,0.380,208896.0,7168.0,4866889.0,380785.0,0.0,0.0,23787.0,25280.0
0.507,2.662,96.388,0.127,0.0,0.317,36864.0,0.0,4777405.0,388638.0,0.0,0.0,24669.0,25060.0
0.636,2.797,96.249,0.0,0.0,0.318,0.0,13634048.0,5419779.0,470537.0,0.0,0.0,27081.0,28226.0
0.506,2.405,96.835,0.0,0.0,0.253,0.0,10752.0,4258142.0,369156.0,0.0,0.0,22434.0,22812.0
0.760,2.217,96.263,0.507,0.0,0.253,4120576.0,0.0,3981068.0,343401.0,0.0,0.0,21795.0,21519.0
1.086,2.937,93.870,1.469,0.0,0.639,7675904.0,845824.0,4505312.0,389369.0,20480.0,0.0,21062.0,23346.0
1.144,3.369,94.469,0.445,0.0,0.572,4374528.0,14434304.0,4922558.0,395363.0,0.0,0.0,22845.0,24943.0
1.267,2.407,95.947,0.127,0.0,0.253,12288.0,222208.0,4136835.0,320374.0,12288.0,0.0,21796.0,22943.0
0.695,1.769,97.410,0.0,0.0,0.126,1122304.0,11776.0,3615630.0,280214.0,0.0,0.0,19121.0,19316.0
0.760,2.281,96.578,0.127,0.0,0.253,0.0,13015040.0,4460290.0,344619.0,0.0,0.0,23280.0,23523.0
0.694,2.020,97.033,0.0,0.0,0.253,0.0,10240.0,3822126.0,295933.0,0.0,0.0,21094.0,20853.0
0.692,1.322,97.797,0.0,0.0,0.189,57344.0,711680.0,2311169.0,184376.0,0.0,0.0,14229.0,13317.0
0.630,1.637,97.418,0.0,0.0,0.315,0.0,4390912.0,2884776.0,250463.0,0.0,4390912.0,16363.0,15948.0
0.630,2.142,96.912,0.0,0.0,0.315,0.0,11276288.0,3717827.0,319663.0,0.0,0.0,18662.0,19445.0
0.823,2.025,96.772,0.127,0.0,0.253,114688.0,221696.0,3530163.0,303914.0,0.0,0.0,18369.0,18953.0
0.757,1.893,97.161,0.0,0.0,0.189,0.0,0.0,3479145.0,301054.0,0.0,0.0,17265.0,18414.0
0.889,2.667,96.0,0.0,0.0,0.444,2441216.0,0.0,4115914.0,362637.0,0.0,0.0,20155.0,21960.0
1.453,4.232,93.367,0.0,0.0,0.948,1851392.0,13326848.0,5643838.0,472009.0,0.0,0.0,26478.0,29433.0
0.950,4.370,94.237,0.0,0.0,0.443,110592.0,1171456.0,5733462.0,443263.0,0.0,0.0,26001.0,28092.0
0.821,4.106,94.630,0.0,0.0,0.442,0.0,3918336.0,5146794.0,397196.0,0.0,0.0,23691.0,25597.0
1.392,4.428,93.359,0.127,0.0,0.696,12288.0,14896640.0,5398054.0,420375.0,0.0,0.0,24149.0,26965.0
2.037,5.156,92.107,0.127,0.0,0.573,323584.0,1136128.0,6103400.0,507629.0,0.0,0.0,27723.0,31019.0
7.429,5.397,86.159,0.254,0.0,0.762,4096.0,12566528.0,7123000.0,610781.0,4096.0,0.0,30988.0,34972.0
3.032,6.001,89.514,0.505,0.0,0.948,1601536.0,562176.0,7604289.0,656228.0,0.0,0.0,32897.0,38815.0
1.764,5.293,91.304,0.693,0.0,0.945,2887680.0,12440576.0,6993138.0,566366.0,0.0,0.0,29973.0,35288.0
1.641,5.808,91.730,0.0,0.0,0.821,0.0,0.0,7146612.0,550569.0,0.0,0.0,31190.0,36812.0
1.483,5.867,91.747,0.387,0.0,0.516,4579328.0,13968896.0,11615399.0,906208.0,0.0,49152.0,46565.0,57906.0
3.597,4.110,91.201,0.193,0.0,0.899,3981312.0,34116096.0,11753228.0,1010653.0,0.0,21389312.0,45397.0,57280.0
0.255,3.510,95.086,0.0,0.0,1.149,1699840.0,11816448.0,11644835.0,969233.0,0.0,0.0,43883.0,57190.0
0.514,3.725,92.678,1.798,0.0,1.285,14512128.0,11538432.0,10897882.0,842330.0,0.0,0.0,41397.0,53973.0
0.571,2.538,94.162,1.967,0.0,0.761,8806400.0,9799680.0,6423538.0,498454.0,475136.0,0.0,30124.0,33046.0
0.384,3.391,95.074,0.384,0.0,0.768,729088.0,45568.0,7475753.0,638999.0,163840.0,0.0,31522.0,36679.0
0.770,4.618,93.329,0.257,0.0,1.026,3780608.0,14509568.0,9993828.0,853177.0,163840.0,0.0,37473.0,47904.0
1.124,6.742,90.152,0.463,0.0,1.520,3227648.0,15538688.0,12298405.0,986466.0,106496.0,0.0,45425.0,57688.0
1.091,5.905,92.234,0.0,0.0,0.770,3276800.0,9420800.0,11435278.0,875754.0,98304.0,0.0,40381.0,51993.0
1.095,5.860,91.758,0.773,0.0,0.515,6201344.0,10061824.0,9063386.0,762234.0,0.0,0.0,34244.0,42352.0
1.295,5.764,88.342,3.692,0.0,0.907,11976704.0,10221056.0,9060249.0,777448.0,69632.0,15282176.0,36506.0,43682.0
1.173,6.454,90.874,0.717,0.0,0.782,339968.0,15241216.0,9627566.0,782280.0,0.0,0.0,36084.0,45283.0
1.973,5.792,91.025,0.318,0.0,0.891,413696.0,10142208.0,9643470.0,738573.0,32768.0,0.0,36005.0,45376.0
2.680,6.190,90.300,0.191,0.0,0.638,8458240.0,12025856.0,8377478.0,657252.0,0.0,0.0,32531.0,39386.0
1.013,4.813,93.414,0.190,0.0,0.570,3190784.0,111616.0,6694392.0,576214.0,0.0,0.0,29864.0,33588.0
1.587,4.0,91.810,1.905,0.0,0.698,17473536.0,10927104.0,5183169.0,444220.0,0.0,0.0,24236.0,25849.0
0.761,3.426,95.495,0.0,0.0,0.317,24576.0,0.0,5524566.0,476627.0,0.0,0.0,24425.0,27107.0
1.077,3.103,94.934,0.317,0.0,0.570,6967296.0,10645504.0,5325203.0,435616.0,0.0,0.0,25438.0,27069.0
1.018,3.437,93.571,1.400,0.0,0.573,18026496.0,347648.0,4981294.0,385545.0,0.0,163840.0,23448.0,25216.0
0.889,3.429,93.714,1.524,0.0,0.444,4890624.0,10088448.0,4913000.0,381544.0,0.0,0.0,25121.0,26203.0
1.015,2.792,95.622,0.381,0.0,0.190,864256.0,6656.0,4598429.0,356668.0,0.0,0.0,23629.0,24199.0
1.583,3.420,94.047,0.380,0.0,0.570,1937408.0,10786304.0,4755560.0,373748.0,36864.0,0.0,23645.0,25532.0
0.824,2.978,95.754,0.317,0.0,0.127,1376256.0,10752.0,4661851.0,402969.0,0.0,0.0,23831.0,24771.0
0.765,2.806,96.110,0.0,0.0,0.319,0.0,4103680.0,4118485.0,356166.0,0.0,0.0,20730.0,21551.0
1.835,2.848,94.937,0.0,0.0,0.380,5586944.0,9105408.0,4180496.0,364284.0,0.0,0.0,21238.0,22478.0
0.884,2.778,95.833,0.253,0.0,0.253,86016.0,0.0,4116090.0,358489.0,0.0,0.0,21772.0,22187.0
1.466,3.824,91.332,2.932,0.0,0.446,7041024.0,21012480.0,4419544.0,381085.0,20480.0,11210752.0,24856.0,24608.0
1.459,4.124,94.036,0.0,0.0,0.381,569344.0,525824.0,5238489.0,408180.0,0.0,0.0,25535.0,27022.0
1.266,3.418,95.0,0.063,0.0,0.253,0.0,9031168.0,4908058.0,381087.0,0.0,0.0,23256.0,24987.0
1.015,2.980,95.561,0.254,0.0,0.190,1421312.0,700416.0,4332360.0,339566.0,0.0,700416.0,22683.0,23188.0
1.267,3.549,94.994,0.0,0.0,0.190,0.0,8349696.0,4868210.0,379745.0,0.0,0.0,23128.0,25094.0
1.207,3.304,95.362,0.0,0.0,0.127,0.0,1810944.0,5071679.0,420126.0,0.0,0.0,25640.0,26335.0
1.206,3.746,94.857,0.0,0.0,0.190,126976.0,547328.0,5078367.0,441823.0,0.0,0.0,26420.0,27115.0
3.544,2.722,91.646,1.456,0.0,0.633,20271104.0,11686912.0,4929999.0,426689.0,0.0,253952.0,23671.0,25062.0
0.127,1.395,97.907,0.254,0.0,0.317,4063232.0,118784.0,4615089.0,404308.0,0.0,0.0,22784.0,24439.0
0.063,1.328,97.976,0.380,0.0,0.253,180224.0,947200.0,3477776.0,303105.0,0.0,0.0,17002.0,18127.0
0.126,1.009,98.361,0.0,0.0,0.504,0.0,10709504.0,3723525.0,286660.0,0.0,0.0,17944.0,19839.0
0.063,0.692,99.182,0.0,0.0,0.063,0.0,10240.0,1879228.0,144453.0,0.0,0.0,11148.0,10836.0
0.126,0.882,98.803,0.063,0.0,0.126,2461696.0,10240.0,2725364.0,211423.0,0.0,0.0,14659.0,15029.0
0.318,1.844,97.521,0.127,0.0,0.191,4194304.0,4149248.0,4193465.0,329116.0,0.0,3686400.0,22261.0,22686.0
0.190,1.772,97.405,0.190,0.0,0.443,1945600.0,11526144.0,5125304.0,395517.0,40960.0,0.0,23929.0,26147.0
0.635,1.588,96.061,1.334,0.0,0.381,4734976.0,30208.0,4099908.0,322225.0,0.0,0.0,20660.0,22622.0
0.258,1.867,97.167,0.064,0.0,0.644,28672.0,16548352.0,4445106.0,385605.0,16384.0,3084288.0,22715.0,23623.0
0.316,1.898,97.027,0.127,0.0,0.633,4571136.0,207360.0,5472281.0,470783.0,12288.0,0.0,23952.0,27616.0
0.253,1.957,97.285,0.0,0.0,0.505,0.0,1220096.0,4987066.0,430990.0,0.0,6836224.0,23904.0,26010.0
0.574,2.677,92.416,3.505,0.0,0.829,22122496.0,16947200.0,4731459.0,411516.0,0.0,0.0,22813.0,24856.0
0.316,1.770,97.408,0.0,0.0,0.506,1769472.0,11776.0,4414159.0,350120.0,0.0,0.0,22396.0,23917.0
0.442,2.023,96.903,0.0,0.0,0.632,0.0,10756096.0,5123304.0,394862.0,0.0,0.0,22996.0,26093.0
0.382,1.975,97.197,0.0,0.0,0.446,0.0,208384.0,4895999.0,376768.0,0.0,0.0,23030.0,25399.0
0.443,2.153,97.087,0.063,0.0,0.253,110592.0,0.0,5081995.0,391207.0,0.0,0.0,24281.0,25766.0
0.381,2.413,96.889,0.0,0.0,0.317,2154496.0,11309056.0,5443070.0,439680.0,0.0,0.0,26034.0,27588.0
2.419,3.246,93.444,0.318,0.0,0.573,4710400.0,9166336.0,5676347.0,493680.0,0.0,8318976.0,25711.0,28857.0
0.631,2.588,95.960,0.0,0.0,0.821,110592.0,9498624.0,5528582.0,475354.0,0.0,0.0,24395.0,27714.0
0.507,2.280,96.833,0.0,0.0,0.380,0.0,2138112.0,5067889.0,436855.0,0.0,0.0,24514.0,26354.0
0.699,2.797,94.851,1.271,0.0,0.381,4751360.0,10752000.0,5528177.0,455675.0,0.0,532480.0,27886.0,29516.0
0.698,2.792,96.129,0.063,0.0,0.317,323584.0,0.0,5867150.0,451044.0,0.0,0.0,28034.0,30369.0
0.888,2.980,95.498,0.254,0.0,0.380,3293184.0,16629760.0,5526475.0,427163.0,12288.0,4509696.0,26054.0,28414.0
2.029,3.551,93.088,0.761,0.0,0.571,2543616.0,594432.0,6599607.0,507717.0,12288.0,0.0,29389.0,33935.0
0.891,3.753,94.020,0.954,0.0,0.382,856064.0,11268096.0,6811347.0,588227.0,0.0,0.0,32806.0,35655.0
1.271,3.814,93.071,1.271,0.0,0.572,6262784.0,2182656.0,6970213.0,597013.0,0.0,2174976.0,31403.0,34742.0
0.950,3.230,95.313,0.127,0.0,0.380,0.0,11035648.0,5675539.0,490353.0,0.0,0.0,27071.0,29319.0
1.202,3.732,94.307,0.127,0.0,0.633,12288.0,1336320.0,5764841.0,463625.0,4096.0,0.0,26873.0,30068.0
1.209,5.471,92.303,0.509,0.0,0.509,4829184.0,12416000.0,7780058.0,600554.0,0.0,0.0,32299.0,37898.0
1.527,5.471,90.331,1.908,0.0,0.763,13787136.0,191488.0,8027814.0,621999.0,229376.0,0.0,32982.0,38883.0
1.335,6.675,90.718,0.509,0.0,0.763,921600.0,11881472.0,7772915.0,657484.0,163840.0,0.0,34477.0,39538.0
1.401,6.943,90.064,0.828,0.0,0.764,1630208.0,19561984.0,7655808.0,664368.0,409600.0,6291456.0,31361.0,37257.0
1.461,7.306,90.534,0.0,0.0,0.699,0.0,111104.0,7990083.0,687026.0,0.0,0.0,32153.0,38699.0
1.539,7.954,89.545,0.192,0.0,0.770,3411968.0,10874368.0,7585242.0,584558.0,221184.0,2441216.0,29519.0,35232.0
1.540,8.858,88.639,0.0,0.0,0.963,0.0,14569472.0,7817912.0,601340.0,0.0,626688.0,30383.0,35864.0
2.091,8.365,88.403,0.317,0.0,0.824,6057984.0,780288.0,7732581.0,612571.0,0.0,0.0,30278.0,36020.0
1.398,8.259,89.644,0.0,0.0,0.699,90112.0,11845632.0,7273526.0,623697.0,0.0,0.0,27955.0,32855.0
1.653,9.472,87.031,1.144,0.0,0.699,5861376.0,106496.0,7761861.0,657884.0,16384.0,0.0,31522.0,36569.0
1.774,10.583,86.185,0.570,0.0,0.887,995328.0,18083328.0,7261239.0,605640.0,8192.0,8241152.0,30244.0,35331.0
0.064,2.810,96.743,0.0,0.0,0.383,16384.0,12591104.0,8128613.0,627355.0,0.0,0.0,32273.0,39776.0
0.190,2.600,96.132,0.507,0.0,0.571,13094912.0,207360.0,8077732.0,623182.0,0.0,0.0,30882.0,38784.0
0.510,2.358,96.303,0.255,0.0,0.574,4108288.0,12045824.0,7671174.0,642010.0,0.0,0.0,30831.0,37572.0
0.254,2.665,96.574,0.0,0.0,0.508,0.0,129024.0,7737031.0,664590.0,0.0,0.0,31386.0,37921.0
0.192,2.749,96.803,0.064,0.0,0.192,380928.0,11885056.0,7986755.0,684326.0,0.0,57344.0,30474.0,37721.0
0.316,2.212,96.776,0.126,0.0,0.569,32768.0,10529792.0,6029418.0,468862.0,0.0,0.0,23297.0,28540.0
0.318,1.911,95.796,1.465,0.0,0.510,18735104.0,6656.0,4910536.0,379293.0,0.0,0.0,22405.0,24803.0
0.316,1.833,97.408,0.0,0.0,0.442,0.0,9654272.0,4803159.0,371026.0,0.0,0.0,22149.0,24424.0
0.949,2.089,95.443,0.949,0.0,0.570,11890688.0,2365952.0,4120490.0,316265.0,0.0,0.0,22004.0,22620.0
0.316,1.705,97.475,0.126,0.0,0.379,651264.0,12288.0,4463698.0,369284.0,0.0,0.0,22352.0,23587.0
0.381,2.289,96.694,0.0,0.0,0.636,978944.0,17646080.0,4839740.0,419873.0,0.0,2801664.0,24032.0,25169.0
0.697,2.535,96.324,0.0,0.0,0.444,0.0,0.0,5908766.0,507844.0,0.0,0.0,26253.0,29720.0
0.444,2.286,97.143,0.0,0.0,0.127,0.0,0.0,5446477.0,468533.0,0.0,0.0,26560.0,28138.0
0.510,2.675,96.624,0.0,0.0,0.191,0.0,13488128.0,5691581.0,461677.0,0.0,0.0,26592.0,29085.0
1.213,3.065,94.125,1.213,0.0,0.383,10637312.0,2394112.0,5371876.0,417415.0,32768.0,1732608.0,26183.0,28257.0
0.572,2.605,96.188,0.381,0.0,0.254,819200.0,11661312.0,5404072.0,419248.0,0.0,0.0,25537.0,27519.0
0.634,3.107,94.293,1.585,0.0,0.380,8495104.0,6787072.0,5762049.0,444636.0,0.0,6787072.0,26583.0,28814.0
0.890,3.433,95.041,0.0,0.0,0.636,2674688.0,10872832.0,6388971.0,539058.0,0.0,5808128.0,28284.0,31945.0
0.824,4.183,94.487,0.0,0.0,0.507,0.0,7538688.0,6999215.0,602796.0,0.0,0.0,29446.0,33865.0
0.698,3.048,95.810,0.0,0.0,0.444,1912832.0,723456.0,5813432.0,499851.0,0.0,0.0,28223.0,30006.0
1.332,3.551,94.039,0.380,0.0,0.698,7942144.0,14221824.0,6629125.0,544710.0,0.0,0.0,29290.0,33353.0
1.143,4.127,94.159,0.127,0.0,0.444,2260992.0,7168.0,7273909.0,567623.0,0.0,0.0,32251.0,37137.0
1.141,3.868,94.420,0.0,0.0,0.571,0.0,13963264.0,6739272.0,519126.0,0.0,0.0,30177.0,33821.0
1.015,3.299,95.241,0.0,0.0,0.444,0.0,126976.0,6367192.0,506705.0,0.0,0.0,29671.0,33117.0
0.631,1.892,97.100,0.0,0.0,0.378,0.0,10844160.0,3503092.0,305672.0,0.0,0.0,17809.0,19252.0
0.757,2.207,96.532,0.252,0.0,0.252,1089536.0,0.0,3950650.0,343309.0,0.0,0.0,18593.0,21084.0
1.385,1.889,96.285,0.0,0.0,0.441,110592.0,689152.0,3384813.0,293821.0,0.0,0.0,17309.0,18459.0
0.568,1.578,97.727,0.0,0.0,0.126,73728.0,0.0,3068576.0,266020.0,0.0,0.0,15972.0,16543.0
1.267,2.090,96.327,0.0,0.0,0.317,3645440.0,12161024.0,3456701.0,299865.0,0.0,0.0,18696.0,19294.0
0.949,2.722,96.076,0.0,0.0,0.253,16384.0,0.0,4511003.0,369848.0,8192.0,0.0,23953.0,24448.0
0.694,1.892,96.974,0.252,0.0,0.189,61440.0,0.0,3368557.0,260974.0,40960.0,0.0,17938.0,18222.0
0.631,1.450,96.280,1.450,0.0,0.189,1495040.0,15668736.0,2303382.0,179254.0,102400.0,4505600.0,14114.0,13675.0
1.071,1.890,96.660,0.126,0.0,0.252,4702208.0,791552.0,3008651.0,235409.0,16384.0,0.0,16926.0,16993.0
0.884,2.778,96.023,0.0,0.0,0.316,0.0,10752.0,4398081.0,342940.0,0.0,0.0,21807.0,23237.0
